time,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
136800,0.294112890440573,0.0015138741902021025,0.06763676078450231,0.17657127309681897,0.009959224432193992,0.08971932687668982,0.21918188083488133,0.06446247713564901,0.1560660766817179,0.09008327468716004,0.06056029268423657,0.4675097505592305,0.0572946201649458,0.12650543362563127,0.013160137147792739,0.027956079492916786,0.01528594766308089,0.3057113137989447,0.3120325256534855,0.13017380893969488,0.1455140212877737,0.22751510336401992,0.6401158402972769,0.2883683066849869,0.022108232731511634,0.02861140829518405,0.03159348949782981,0.06081703430066199,0.051233781736392814
137100,0.3375049046398857,0.0009424942175471074,0.0622973173369914,0.1766230978313601,0.00873183493412455,0.09219721715842155,0.21452145605280037,0.06727346020664982,0.15954536228692717,0.09303855300536412,0.1152782799291785,0.48912645567439483,0.07595800108978779,0.12194441676692946,0.012419307962268533,0.027944993815630426,0.016601138979865482,0.31156278287060957,0.36245355865573714,0.15771367245376666,0.17146225478889932,0.25297642521520913,0.6604350486381421,0.3185237402427177,0.02204157195810552,0.025975656789583468,0.03118035409973885,0.0630765173013117,0.054208952465835125
137400,0.33943940982604914,0.001997024593656249,0.03328225307167543,0.09874231791275179,0.055229707551120555,0.05760023482829979,0.12141042693450288,0.04463283976931365,0.10636963042772152,0.07253603173081302,0.06923932419875456,0.3936498954775516,0.10752785687272137,0.10662519450716701,0.011141264309472376,0.02343938758727404,0.009887133407232795,0.19111422965210778,0.2553519735818952,0.08092816732961694,0.1539387218845789,0.19056446698760254,0.5307787256896077,0.21518763240499084,0.014110146378087052,0.011282921254668565,0.021156714646700436,0.043084658850631286,0.035437173660206156
137700,0.23139208299104297,0.001100575548697691,0.05264607080213324,0.1503070925169112,0.015562226185160455,0.07387600850613296,0.18121997232142206,0.054267602333951004,0.13088189323857335,0.07236438671068868,0.054380669593591335,0.3706124077206212,0.042202560942072864,0.10734953468013941,0.010731599836070416,0.022298461016191595,0.012857674534828334,0.25173505799668305,0.24368729327748184,0.11326399867842696,0.11703190004880781,0.18125310719853616,0.5432548295762274,0.225333065398857,0.018968659120218945,0.02532816415051542,0.027176505075665602,0.05199650964654978,0.04212563350042586
138000,0.22850136899738516,0.000823459043182595,0.08447013128699865,0.16238983601451196,0.02100037529648091,0.08511910920564247,0.22018490002113822,0.06186738228656452,0.14727119899129804,0.08721838414951577,0.06492833112245222,0.4226244502978602,0.028396862372261467,0.08239539309773392,0.011251956367324567,0.026346843404091658,0.01565394830716116,0.3214469973952845,0.2664850332099107,0.13952888495492743,0.13243429828359154,0.20971000136363216,0.5544103184286229,0.27589429653795605,0.021317724790108628,0.029686413126604805,0.02996200929777615,0.05798226861088551,0.04908156343734049
138300,0.22988980969586237,0.0009696724358008169,0.08646031367758411,0.1920889069097811,0.028863086339356414,0.10991635383981446,0.2732735810128588,0.07278703595149949,0.17118748619963498,0.0898501100577036,0.1360114908335035,0.45430806827705084,0.014585198502665264,0.06851567481331244,0.009227344607928956,0.02465660865340169,0.019930799896378915,0.37338002491954825,0.3805156337655049,0.2011376077335143,0.14529422282330273,0.2629010243962995,0.5585699133395252,0.3602052620365228,0.024094766856840977,0.035391647636011214,0.03256083266612819,0.06502968907580708,0.060199682661938425
138600,0.26754531140051796,0.0014963217281049879,0.03633530381845418,0.08901093847316588,0.03294768926352987,0.04971204621548253,0.10924089150962857,0.040611570895691784,0.09734272613009409,0.06611111140458092,0.06773951355870622,0.3407577935032009,0.07665822194459793,0.07901539972379368,0.009494795231489661,0.021042889396866826,0.0095130363714091,0.18367038584634088,0.20730139093188882,0.08499304369846072,0.13134382394298427,0.15778497588229357,0.46448255278414763,0.19512113676493215,0.013229982988889333,0.013160286106220553,0.019522899218323175,0.0390824215025134,0.03194568886633675
138900,0.4560713854774292,0.005229224639272445,0.0030538202924930147,0.052109340942799065,0.1015266126975618,0.01486041261707527,0.0011960818891836311,0.023061178980810837,0.05875837969559683,0.06528909135918326,0.013612554477461458,0.3749112626221489,0.19429915274701415,0.1654722755015996,0.01465031073517764,0.02542402496316498,0.0014554527854286903,0.052236629499304854,0.15339848040287052,0.03009013162102292,0.15630604644964308,0.13421559398000937,0.5664232537523475,0.07739783149644097,0.006819892183230536,0.00908628309375814,0.013560667626023815,0.028101732220839892,0.01567554346883071
139200,0.25437505147728245,0.0008587435838194324,0.07260837307416068,0.17524643365727144,0.018493243569061235,0.08731268432560313,0.21885510209745007,0.06307863262841806,0.14926435152811024,0.08421529328465027,0.07410694014187413,0.42558763074388395,0.041359765984289254,0.10789010593620674,0.0114899044979353,0.025362353974500706,0.015477072246042667,0.30811233035937846,0.2925750354236314,0.13952885328863118,0.1353604393502721,0.21876924062177494,0.5839281140539612,0.2726994061216885,0.021505496335073815,0.028341355591592787,0.03028705561715128,0.05955686805710059,0.05009194580674148
139500,0.25007676611412677,0.001603017866493417,0.03310108886763885,0.05193897685670379,0.054074335759516146,0.043115783963642684,0.09289730921687323,0.03250267722319222,0.07973086987049527,0.059295340662380625,0.04397745262586028,0.31191807742531097,0.07670026578443867,0.05534566031094812,0.008478143272213856,0.01933330830228641,0.007549496804394096,0.15391868093726657,0.18292172557342923,0.057952060652851856,0.12176080282576152,0.1424907539357818,0.37896596720994324,0.1812264877130616,0.010308267490529488,0.009550752283551844,0.01552159109247242,0.030193367000457272,0.026329654696063187
139800,0.2251459517611778,0.0008441586966867476,0.05309550452430756,0.14252273269559623,0.01110597980395056,0.07323216897387397,0.1783548058530613,0.053096601350461015,0.12769817474706713,0.07136435598184221,0.0643557904717369,0.3669022524878045,0.039608083222020696,0.09458582689353534,0.010004154147431166,0.02168971574236167,0.012900749881019635,0.250258721282151,0.2504297640638029,0.1171269074703929,0.11752855576588672,0.18261858654772567,0.5121902249239412,0.2364774973388748,0.01823588621324035,0.02454369823801983,0.025859418060278472,0.049875937474936904,0.04212514000148104
140100,0.2889495126566288,0.0024911728248753207,0.01925184343031816,0.09429085127067793,0.034664076305745084,0.04794576813555551,0.10036214040716374,0.03742955371734524,0.09376609726715657,0.060597585937884446,0.0214865238465336,0.34135283440146935,0.09129166457118743,0.12370471916970871,0.011096158422475355,0.020666856737584283,0.007230065105069627,0.14484068615140444,0.20602848831171627,0.046841690811554315,0.11859334249511733,0.14746403403769648,0.4964710725762842,0.16664203361285246,0.012647613178870643,0.011449588858603477,0.019387363597111573,0.03692233716476068,0.029030359937038952
140400,0.12930956446695774,0.001048964996996915,0.0814435449627453,0.1380375719745004,0.032729845445196304,0.08500798450499047,0.22102522352003717,0.05896191216736213,0.13948401291776946,0.07461337465191065,0.10847589721930717,0.3470819039654529,0.017215366063616955,0.021390791973992407,0.006948618606749335,0.02041065121535013,0.016758370526602562,0.3195155782008783,0.25366662842160537,0.17353201748093738,0.11205943794462314,0.18982539588782998,0.4268584742480215,0.2932344844175532,0.020250151365395652,0.0336952855706798,0.027249123173085366,0.05243494190136744,0.04792887510502908
140700,0.27935563016275466,0.000463184845287401,0.06983256861066423,0.15382313644462187,0.0021347129167637036,0.08638934651399666,0.2083183584794881,0.06144152455387797,0.1456525055589779,0.08671093441303412,0.103374881969863,0.4376296502573638,0.05449134056125615,0.08023530990652006,0.010538832147290123,0.025644296547511658,0.015926847787000042,0.30591071672515824,0.31405473233922265,0.15133850672411597,0.15149664828674503,0.22985631237582282,0.5645247109884224,0.29416829614018525,0.020291889693432097,0.025743955130565155,0.028541122181984235,0.05692423426199866,0.04949802137817727
141000,0.26287886439038743,0.0005749012731897096,0.08964146186177402,0.19658617693205116,0.027512894878320537,0.11190572515983632,0.27590682495009844,0.07885198073611832,0.1876879068789279,0.10252073838385911,0.14889457618581758,0.5047069774060944,0.022264234870931432,0.07281099393064494,0.01110357027176434,0.028970840234968875,0.021407141084054615,0.3986610810158808,0.3784545236841339,0.21844771621788794,0.16810289163036174,0.27057506318210756,0.6560346339530767,0.3837678036920593,0.026647192773232575,0.039659803719885645,0.036584164412140296,0.07143459990573575,0.06392838493645314
141300,0.3342157192997419,0.0015236791857944354,0.07900776184987279,0.18610941105438883,0.003708009244490995,0.0996048567020722,0.24231131352298974,0.07350943378872188,0.17635614913046993,0.10391371809460281,0.08978625949620778,0.5344749553741011,0.06426600491059986,0.1317648661242714,0.014529803130258756,0.031989081602461056,0.01771903368533856,0.3509503509307592,0.3586174557463977,0.1578636727159406,0.1786126121128504,0.2596071166196836,0.7192251746672937,0.34438512172264524,0.024839090178716106,0.03198031701239046,0.03522203608882535,0.06907180144559533,0.0586873658867475
141600,0.33050734425254547,5.850714567401383e-05,0.0807215620364019,0.20032163039581974,0.0058266251400382885,0.11474252391375472,0.273692488365306,0.080017638730844,0.19064033481843978,0.10591695115000022,0.14632537325014283,0.5458835768973032,0.054243730716301286,0.1022402569028742,0.012588436676921333,0.03065933659136988,0.020886066444248286,0.387704629270182,0.416545743217128,0.20607459370751968,0.18541184253723486,0.292367280374215,0.7083317288663125,0.3946724049229431,0.02654312194036379,0.03628126619346972,0.036865682399159994,0.0727600755990494,0.06526759605940669
141900,0.3325056268176425,0.0014760258365171808,0.07218005508565284,0.1977637819655058,0.006729250497215844,0.10320591615995767,0.2478260575200366,0.07481335759164409,0.18181900724390232,0.10288163138381634,0.0889152717317998,0.5400390436182789,0.06092856858573725,0.1442182861351995,0.01469423642143397,0.031611222344828604,0.01792909730672676,0.348030721956448,0.3774463436071116,0.16079045665807712,0.17283192790656443,0.2606599007457149,0.7380470330805764,0.3510917199891779,0.02550557415770527,0.03391152750143078,0.036097831844507766,0.06981679341966185,0.06009733656640037
142200,0.34610154417062944,0.0022989766117689214,0.05123145977580634,0.1357898106699693,0.02996390586590536,0.07170692609289375,0.16528235018848392,0.05457825394601201,0.13161121313246582,0.08524361319102525,0.05256924307268207,0.4463986876123087,0.09762086347107157,0.12379739135606371,0.013313815281364327,0.027564359313210218,0.012183116663635474,0.2474073451491492,0.2685740093988116,0.0950772346312192,0.15731997752558158,0.21064959836220964,0.6201662659480789,0.23803143962546613,0.018296265676127632,0.01887515137611473,0.02720511163987993,0.05299329191055335,0.04250829700858816
142500,0.3045835226406055,0.0014446343838301345,0.05591681231905454,0.13355223144834127,0.021035201585924312,0.07387296063960491,0.17252536816897646,0.05553177729549219,0.1332599594887398,0.0835646141057893,0.07854266560213574,0.4309425096069859,0.07456660384215041,0.10031312347015842,0.011671520597033691,0.02601070860030319,0.013356777266139375,0.26135494723057207,0.2822988508164741,0.11842513934540477,0.15360880893428686,0.20858274023488832,0.5787371044794725,0.26191818195194116,0.018424635875362583,0.021250436295638053,0.02660036607312577,0.05262327318963145,0.044088897923721504
142800,0.27101839896806723,0.0007379148322641527,0.11321215139561502,0.229085170275809,0.03906318768460437,0.1302223337843813,0.32915974721137076,0.08924716688818535,0.2115271908390497,0.1151484443521511,0.15141079565758275,0.5661210800841658,0.011147423933351774,0.0795007006708559,0.01227386162240407,0.032399655837856756,0.02429207555525892,0.46510618573864804,0.43279415553709555,0.24188408510862303,0.1793771210870574,0.3084751656945883,0.7034316519063495,0.43863786003628746,0.03006672077573569,0.04532867723727918,0.04088975608915746,0.08025306204997662,0.07312069327255699
143100,0.26813083461833287,0.0001782838025832234,0.08685003878505171,0.18542599753766353,0.01653096419835265,0.10785740850391079,0.2654138748917063,0.07477353703364997,0.17879591511000825,0.09973345060906524,0.12821359650293118,0.49972898252690356,0.02917465623458071,0.07890454723205664,0.011275901679383082,0.028668222370129115,0.019988672877857994,0.378753049976261,0.3754536944314424,0.19696332556979002,0.16454224107601334,0.2642573449956629,0.6325394530593087,0.37246807604985577,0.02510226248175229,0.03640473408265166,0.03456857007705594,0.06763154243786573,0.06100091786971973
143400,0.32366405719974267,9.781733631086809e-06,0.08732125517362732,0.1873636392195337,6.418853680401071e-05,0.10751929939474536,0.25983021656441707,0.07698250622660652,0.18074865855953703,0.10539703316266724,0.1495057341004582,0.5260979725168369,0.055916764455616885,0.08344321313495584,0.011978370968385832,0.030460584517882694,0.020430906459608877,0.38512160051618594,0.3857406900359024,0.20331398776791332,0.1869923172329564,0.283437625014507,0.6745760201850999,0.3742081736592411,0.025302027406709726,0.0333917649969564,0.035168004813236564,0.07062916492945703,0.06235689396807942
143700,0.4775982682667106,0.002595611400515452,0.06184509391427895,0.19890555928364506,0.03338934041044439,0.10079146305969999,0.22461788773951952,0.07636307766249928,0.18439403364432394,0.11563811111057731,0.10648862527466463,0.6190476084308827,0.13202387370900226,0.17594933489069575,0.017374814270119998,0.03660141663618077,0.017538367883012995,0.33657704447586667,0.4190000978249273,0.15156694491791,0.2185673067833278,0.29735145673538455,0.8555285063780573,0.3534624040709531,0.025079191758607067,0.025628027180957247,0.03669442695868241,0.07322711775510982,0.060682782550813386
144000,0.43312772687507817,0.0018586533041542452,0.07346900790625455,0.1950602475857437,0.025628951172208758,0.10449166963808665,0.24185835740355088,0.07708068035802995,0.18383843420109258,0.1132042608943209,0.11354341978434235,0.5916395661801133,0.11006061347206497,0.14558222237215546,0.015886999997938744,0.03500415679224744,0.0184911496307123,0.3577802061147608,0.40242431021113845,0.1644420473949424,0.2094404220665993,0.2968667871565174,0.7989644157109765,0.3557003489641488,0.025377298284332994,0.028212436009681596,0.03665628867963733,0.07303944069282409,0.06142657600891965
144300,0.32366060873345504,0.00042385020687163433,0.08112766557135842,0.22097188406278434,0.022740313388482036,0.11472181458331221,0.2778944494256592,0.08203940604477111,0.19567037945657262,0.106114226159427,0.1299866477170184,0.5448002512200176,0.0494741604218234,0.1284030932776119,0.013626884790859606,0.0311260530521551,0.020775536846677767,0.3901332696222539,0.4051392007550021,0.201517801452205,0.17825105503219163,0.28461629533730815,0.7501811213295824,0.3760176559166908,0.027787456105045294,0.03808590885324037,0.03878938566334256,0.07614907273787708,0.06583759432130165
144600,0.406426429419362,0.003241479140015713,0.04624065139918798,0.12781970153321254,0.05053852252660107,0.06711299663503922,0.14843892810038284,0.05190077054514575,0.12663677513281613,0.08926668972043217,0.032348214541400466,0.4750383551440791,0.13061504708900884,0.14081614788042174,0.014925935300695414,0.029935842224091402,0.010790269027033617,0.22880963051832026,0.2678699757475229,0.06994558336588597,0.16977914194570332,0.21605864666754115,0.6573943289553128,0.2211473636023058,0.01722603378509291,0.014020641176095694,0.026530701208052676,0.05146603752978507,0.04001963423542776
144900,0.37776965588939504,0.0009509666534199823,0.0757972601031085,0.18434863078541497,0.014671206630524125,0.09924734513906941,0.23207975746563392,0.07216944584406804,0.1703391644541199,0.10467910977932604,0.1299771171876145,0.5386722851546395,0.08875039417176822,0.11183286676672566,0.013226996362284638,0.03135891171577754,0.018292019547430982,0.34860606865326105,0.3882026818153932,0.17327468071690078,0.1918083038840379,0.281339356963592,0.6986514578257612,0.34670815270670374,0.023358097321313664,0.026574572989808587,0.033125058735102186,0.06736327838988387,0.058404086866104876
145200,0.34650246397541906,0.0020836589159145547,0.05093854057139424,0.138872715219172,0.021604959235865806,0.06898349137051696,0.1551437105607505,0.0552446788204648,0.13420309768911665,0.08890491422958036,0.07640195100085378,0.4581489058941486,0.0950250278919782,0.1160405727808751,0.013052190070816039,0.028370920119243692,0.012878574412141575,0.25197044406301927,0.28074052237984404,0.11215272338514382,0.16287024375962744,0.20859064484293555,0.6322822941791344,0.2544188523652551,0.01836713785667854,0.01921460221053195,0.027043604267554144,0.053280204898648265,0.043484525616399594
145500,0.28005584528312255,0.0001705179191304751,0.09219126728554983,0.16928771196331382,0.002801092285409368,0.1067630534210835,0.2650751428703728,0.07211605147539757,0.17286058107977453,0.1011118278656582,0.10628809881639256,0.503951901470991,0.03809178103062294,0.06630182220727221,0.011586842414509135,0.029608328307233478,0.019216772684728767,0.3769510948032675,0.35738397575592984,0.17883277909833595,0.16531293509221712,0.2656120114088196,0.6087517775886724,0.3630303898765135,0.02415676212368112,0.034517667514641914,0.033603062100041825,0.06485051669705655,0.05895584013119759
145800,0.2992071041769151,0.00011386816266423239,0.10338332595541289,0.24051847947830396,0.04299024133797502,0.12957310817533596,0.3239723560218408,0.08993922065593551,0.21481538348869833,0.11536092046004853,0.13553572204813236,0.5770735987619986,0.02537624043640818,0.10868809016192671,0.013712214522499266,0.03321793133540751,0.023571232813623055,0.45098543607547725,0.42623618153792364,0.22884979114325432,0.1784303699498011,0.3068404043814681,0.7593777119699041,0.4208061242380765,0.030727308036304635,0.045373926890114546,0.04241068020299821,0.08205209566587257,0.07278094472164298
146100,0.3742718151584796,0.0015118451356315177,0.06044028118343192,0.16274911810928927,0.021299424866562333,0.08335871991720012,0.18934348121275235,0.0630406252166793,0.1498328989044566,0.09561797832788699,0.10830135638371985,0.4972807461106896,0.09925649155972849,0.11725292493690631,0.013009250707391118,0.02945386782808157,0.015351025204601854,0.2937813585357745,0.34062074824146293,0.14122384880003835,0.17878591119892207,0.24888564584710338,0.6620861008749515,0.29727546887007605,0.02038993815793333,0.021153799623647274,0.029437395244656273,0.059715897163748366,0.0506566206643555
146400,0.37694533723193757,0.0030615996183342986,0.061045036995245994,0.17621140732785534,0.011899546074147338,0.08468236433877507,0.20177549153230245,0.06394418020367709,0.15659728767042935,0.09742244922131249,0.02784674375088514,0.512884399731476,0.09980249720397438,0.16702764028637063,0.016337843323057655,0.03204993990301119,0.013661978590000956,0.2874949433175331,0.30152353173880186,0.097217148694412,0.16465016508527697,0.2320607902366163,0.7381205755554987,0.2596195111826489,0.022171495723114276,0.02454010147256014,0.032975972786758234,0.06283274256213645,0.049243458543230645
146700,0.26536688353291993,0.00012850988908041927,0.084093106961177,0.18491391545746438,0.023436903866738135,0.10221049359734735,0.2532809786953365,0.07258331474885438,0.1736183906154949,0.09765415342008765,0.11402425558330265,0.48190971757544077,0.03219716625824276,0.0819544179454752,0.011589781015757694,0.028472775337959888,0.019095934703585726,0.36556644050626375,0.33817152273660867,0.1853004989189344,0.1565887477196739,0.24994552213740207,0.6355752496257168,0.34081048825734683,0.02475036429940758,0.03567671910758463,0.03448063748685115,0.06662839395146847,0.058270393057874514
147000,0.3331888206731577,0.0015615640371962058,0.06425180311942569,0.14247257941566716,0.02001705716307356,0.07585563121381966,0.1782012142634528,0.05728068700406652,0.1364921954715328,0.08992709595574411,0.08228118541259732,0.4549239324483949,0.08664261350379121,0.0967128275274689,0.012217008750283753,0.027986995449886365,0.014007773176814453,0.2790627047079113,0.2886325585265723,0.12279624794017252,0.16207608806019635,0.22332778758061522,0.5992769629015058,0.26351641189693,0.018821771668328324,0.020173446867225664,0.02737220214064706,0.054585578602903695,0.04543984818304381
147300,0.3835970545428111,0.0037155295841699854,0.0420788119720612,0.11571879400238316,0.04775496078685393,0.051830313114493265,0.11452018993509938,0.044610716285156116,0.10843046208947271,0.08193992313791654,0.010864684595205176,0.4321483666070378,0.12938739514439135,0.1466018620881755,0.01469959111774699,0.02838670258466891,0.008392062235586195,0.19184336026440718,0.2175369483466696,0.04399219127670051,0.1553165876141378,0.18279660866294734,0.6174867465754446,0.17412583241333834,0.01486140483191889,0.009515486786781935,0.023361855935412734,0.04609142180925119,0.03353079786808166
147600,0.29493137466930364,0.0002603418499731447,0.10059816827264001,0.2456277376198912,0.04783140135502606,0.13237916889200818,0.3284717521297438,0.09317481572972497,0.22403463308297944,0.11811337056527549,0.14880575786652628,0.5907103978711987,0.01830008189693899,0.11286689468214917,0.013962011282067976,0.03386946563419713,0.024509522877323775,0.4598923642288639,0.4415437242964799,0.2439505722408768,0.18407495541725893,0.3067680708352256,0.7960756858554987,0.4402661613842014,0.032051471606337145,0.04865051140652099,0.04411066559279675,0.08499772289943053,0.07514161962669874
147900,0.3797072819425722,0.0004194221225191086,0.10148254607243246,0.23709768524783215,0.011008283682556907,0.1350180152199485,0.32794190405672907,0.093195042120648,0.22315507505636134,0.12538437607503994,0.1438959642796931,0.6416769825261284,0.060131004362347085,0.12348911846772381,0.015393647205613092,0.03679445514055146,0.024095967195300716,0.4597893057758,0.47426683570158445,0.22826980417506348,0.21055642789474405,0.3384824943064686,0.8295346261616601,0.4503181889355332,0.031264179295426686,0.042997614825615926,0.04365056007809898,0.08515263081955737,0.07564272286214191
148200,0.4451972040195855,0.003524409571468823,0.044116312701049765,0.1318492988822868,0.059998082781412165,0.06427191655157571,0.13713916811190074,0.05261887560017442,0.12640207542651893,0.09255692166763652,0.04606733474926017,0.4947223038283255,0.1495270172609935,0.15406127316111196,0.015580477323759112,0.031149007167208254,0.01068216955325596,0.22502396902575583,0.28162155114793563,0.07098780390712989,0.18442358286440452,0.224750206830592,0.6905188732342111,0.22254308559263336,0.016990576588632678,0.010888783313291128,0.026318329983645583,0.05299673071943545,0.04051416658524687
148500,0.37566887992306874,0.0023244984170815997,0.03908249230304506,0.09275064371512087,0.06476595321847611,0.056649993368175444,0.11692596240952469,0.04534482836284326,0.10928764890761755,0.08151186546372458,0.07294415974670443,0.4296957708134528,0.12298508929721663,0.09751522902551812,0.012033237580325817,0.02655136813572767,0.010300259903281983,0.20309566661926937,0.25933581361334035,0.08301549651620377,0.17023885035142428,0.1998923434512605,0.5625847749829873,0.22555695072647097,0.014221816971911494,0.010208358729691724,0.02167240644737234,0.04389618645204507,0.03588417581931935
148800,0.33027226870866144,0.0015178551644012828,0.06815303346687074,0.17643099835346732,0.00045656031211649406,0.08862061235767982,0.21181090730510732,0.06735992163820015,0.1616209669888562,0.09714094190449885,0.08952460775680038,0.4939249979504723,0.07209299024898286,0.12378327494037933,0.013665357598412697,0.030002576237137646,0.016258364250120394,0.31700207354993637,0.3209846774190339,0.1473214886874743,0.16769148533450817,0.23815539503582528,0.6894896195909936,0.2997578307156701,0.02283880291744822,0.028119939409819494,0.03277926752117821,0.0642246438481493,0.05302130809425876
149100,0.46312743257052347,0.0028685115881543766,0.06271415750441633,0.19204350153238892,0.027487453867465206,0.09319792426707352,0.2108935652580186,0.07205947572356308,0.1737476203315964,0.11175096946209351,0.08393017245290224,0.5870066919569865,0.13215048383865025,0.16974331840522439,0.01728050465895592,0.03586212522769472,0.016246999539511364,0.321190430348004,0.3676022621236186,0.13357632791003482,0.2054152757759269,0.27796331359906645,0.8292386313236761,0.3094129120503908,0.024020132831552132,0.02389223419388742,0.03563293792555555,0.07026665126295484,0.056226620157673324
149400,0.31796596686637457,0.0007260390895353908,0.08684851569354635,0.19372704273742158,0.00870169634080753,0.10515282207838794,0.25841372546624086,0.07476130065226272,0.17770961574959188,0.10362110983868433,0.10735874408572954,0.5222169477097154,0.05551944383344676,0.10545278046613049,0.013107035439325898,0.0308721975534354,0.01903142310109729,0.37209039029163193,0.3662879293715662,0.17645510031030653,0.1728375485558118,0.27027142776347546,0.682713237710928,0.34780359201914735,0.0250769537787221,0.033006385757929024,0.03523674050402548,0.06940766928898512,0.06008960359550741
149700,0.2856586625643516,8.559733891644328e-05,0.0986652954474323,0.21725399172409965,0.026976201344481865,0.1265062125022709,0.3166057778387099,0.0864502229073949,0.20652048362877196,0.10988478772161869,0.12406877460694687,0.5529522318605302,0.02377094974474403,0.09957208354137492,0.013192753573108007,0.03173650848395937,0.022511516009203092,0.43267925488749626,0.4053070133257961,0.2147636240753883,0.17502121890798605,0.295733686275085,0.7226401330882837,0.40848245041171083,0.029605485504241358,0.044480714046748915,0.04093313245657981,0.07851919556944154,0.06982620162965958
150000,0.4088986198965685,0.002741572198104336,0.05680222387310607,0.15057622797299786,0.041305408869831695,0.07734439793387082,0.1760167360812872,0.06004823691920791,0.14369835893031535,0.0963209829837055,0.06225487018301834,0.5040203310079221,0.12184106237080528,0.14253358754150014,0.015083255001570706,0.031278962566666735,0.013284650315320334,0.27126993126598364,0.3037601609580065,0.10250627299797799,0.18291946796465197,0.23851023502533053,0.7012980383930625,0.25691701395938793,0.01984208246516772,0.01823888753045111,0.029709373793259886,0.059012014897696474,0.04658108793947946
150300,0.3942658068765539,0.0008191131038017829,0.11554581242377537,0.27371465554688257,0.01911447392721044,0.15564436642856094,0.3771103401106046,0.10813370592685345,0.2540318187603674,0.13719832697046286,0.21828433705643846,0.6997343278274428,0.0483623957874002,0.12067338187740972,0.015025519292933609,0.03848688000363154,0.028952152389102537,0.5333305566218556,0.5645017028238541,0.2962969868699403,0.24007518820449292,0.3898941970981511,0.8949257047882284,0.5380694401531798,0.035565532296054414,0.049833303699792,0.048532884449805636,0.09780196568514299,0.0887167562398119
150600,0.5331745454015717,0.0044266764832983085,0.042464336853115014,0.15932255577625654,0.07218384825476676,0.06900622275362167,0.1426087937258984,0.06024275753478037,0.14297167296754765,0.10453331434325719,0.055143582907312805,0.5655638543681505,0.1848644036504865,0.20397649363923165,0.01860211413346491,0.035612134858610034,0.011529696437904136,0.2410666470993661,0.3198641577368164,0.07543512125568697,0.21646232931860965,0.25486315213731814,0.8284107504655012,0.23784759489976182,0.019379602301981436,0.010099392173721355,0.030285762539207894,0.06227044990053798,0.045620756068665
150900,0.4189754707528266,0.0023814310368877045,0.06523561956952051,0.1746702475871018,0.03125830466520085,0.09112839421999297,0.20870683482646513,0.0708080104003912,0.1703964197136827,0.10831883881157722,0.09529316759129358,0.5647350550419361,0.11051933821850923,0.14902790786527476,0.01601341637796594,0.03431970229987513,0.0164089322278258,0.32160519336868987,0.35963408987750967,0.14220518399777404,0.20235620193051318,0.2663156985314217,0.7795027395727274,0.32574549016628396,0.0235282966498076,0.02552638087854575,0.03434911240782412,0.06798800070845346,0.0558541835893962
151200,0.3494182973245259,0.0004288752454897349,0.08113275416458521,0.2232567415165576,0.014945340982244204,0.12007380751538221,0.2872945695423539,0.08587068140371201,0.20521442085239272,0.11170511752525414,0.1430155724293911,0.5761405817214253,0.05690422507443316,0.1308238461674236,0.014264485024035878,0.03277535350930094,0.0217893278469532,0.4047265546374774,0.4283848593905333,0.21287231573432308,0.19291362437750337,0.3002908693568358,0.7914161834281401,0.40149431093165333,0.028994625271536734,0.03974502949923675,0.04054621387021484,0.07943986622876054,0.06893814046572544
151500,0.4818456041100774,0.0021048573218109823,0.08753943888341098,0.27095552286285596,0.007233573661160619,0.1346105159449067,0.31683045835324464,0.09876967479595322,0.2386998493570971,0.13628635721551774,0.12798154907376613,0.7186316088392459,0.104134190948308,0.20357655354567328,0.01977992336441048,0.04194617353389418,0.023469540921247756,0.44884892414639666,0.5048671815722159,0.21175995566553496,0.23519575596107956,0.3524908163753082,1.0101494330629208,0.44424945149928874,0.033446505818275796,0.04152508994715021,0.047789935041876674,0.09348722134316034,0.0785579652587387
151800,0.33757422315809293,0.003336297012886291,0.020761073487186366,0.07479991501036665,0.05283147658435183,0.032795633273671854,0.06254385623405767,0.031185581423123665,0.07677673010183383,0.06343010062708743,0.008556863036247364,0.33724565016905217,0.12550926202816015,0.115549816151443,0.011923461611687003,0.022587876387774486,0.005323822305520309,0.12165578342330008,0.14951355373049324,0.021366114702850325,0.12881858120899636,0.13737050131430806,0.49760131503443716,0.11483126044416281,0.010315633060180573,0.003769762421967471,0.01711141149367279,0.03320236957610234,0.022701397837096238
152100,0.5279825807483576,0.004055367709291602,0.048925502463411874,0.1882497425821512,0.049202793759505425,0.08660034082691226,0.18737978241227893,0.06832255725715441,0.16554053707762506,0.11099882559314267,0.05449953216201209,0.6023053233666147,0.1705152585979519,0.20783965856424658,0.019188359708287805,0.03706883371347658,0.013941614093248234,0.2833190254636051,0.361631896217915,0.0971552628848471,0.21310882859669533,0.27803672591590356,0.8758879322574842,0.27586663734842176,0.022657305530131566,0.017727008624113694,0.034722766544248884,0.06860950237140173,0.052382799695301685
