time,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769,Flow_p227,Flow_p235
192900,0.02249309516107445,0.0006737428449952176,0.009493612582119226,0.02738733250963321,0.036244601682092537,0.001274391153700094,0.005592368632861167,0.0028929527960741552,0.010435228380437422,0.0061901992782651405,0.029690001274296662,0.39534957171552776,0.05209765368407915,0.00014126573612571747,0.0001226092662207634,0.0021019544863420947,0.00225798848011749,0.002355944864781634,0.03218012185089236,0.035272128977595685,0.028685522797964325,0.031775947633192914,0.01922172045099302,0.03610080777681901,0.045993571374246756,0.000854131216762255,0.0017633900970679406,0.001613143373994319,0.003136840069181801,0.0023980656921267496,0.36192945730517534,0.6045755632238397
193200,0.03095967174919423,0.0008994652581009177,0.007770087130154479,0.030014286208071894,0.03756404523935686,0.00259679026684978,0.008912967406345729,0.0023102216747332704,0.008991366099763809,0.00648679380179118,0.027960690819000433,0.3562685197902091,0.05368153286107713,0.003733670892692942,0.0006382310976675853,0.002326154393401225,0.002427367814547665,0.0019409761977868811,0.026140720086289093,0.03047493582668892,0.023619665803423118,0.03259484758145703,0.017561167682664802,0.04248386354684186,0.041912351137156634,0.0006271770774475272,0.0010541975763231903,0.0013540861541656568,0.0025156511000545834,0.001866141337359295,0.33871042644645893,0.6105970432744365
193500,0.011807244727961574,0.0005365160756625187,0.015149121929304954,0.027119946968085173,0.04163649858521978,0.0012286000362067284,0.0005939386315105821,0.004395859552900561,0.014573348081839299,0.006601945962451339,0.03149665577731042,0.5476689046276633,0.05841844964093923,0.00600199324031081,0.002608569252657844,0.0022594602348675608,0.002349716446794048,0.0032425944166192266,0.048122707120221264,0.048243318954533265,0.03641944479866055,0.035367002869058695,0.026673876543966912,0.029437670013621187,0.05921573473806774,0.0014010767195600238,0.003254064119431632,0.0023874523314830753,0.0047813132808940395,0.0037061016339734465,0.5246423988574169,0.7442313337736055
193800,0.03375753728526121,0.0008021317126818417,0.007116436852541597,0.03365443745641272,0.0329930188679981,0.004364795742333172,0.012848813370958112,0.001393413049299852,0.006685043395066259,0.006631229723858212,0.03078950220841392,0.24500686260549642,0.04946421973594539,0.006160362537748654,0.007292787164999481,0.0019832667284447325,0.0024565020587132835,0.0018123772665816773,0.021948397039416534,0.01720563805216102,0.025319935694632534,0.030673495490717073,0.010914033977499571,0.04406152078785652,0.03626283618600468,0.00032627536587881423,0.00045929679845357896,0.0009074057514339984,0.001363538691485644,0.001059095062728943,0.2553274882222546,0.5741927432118752
194100,0.020967544220816592,0.0007441950827313804,0.017169949861497003,0.034640894021052304,0.04941889884693751,2.8157175790965994e-07,0.002884053332721237,0.004834239671282603,0.01642611016814044,0.008364460714396671,0.040412507514702156,0.6085042259931228,0.0712368668697394,0.004283086786877277,0.0009629502478532004,0.002793573792104098,0.0029976981736723474,0.0037552441338490894,0.054356936967948855,0.0520727930386613,0.04389608886872054,0.043367263090303254,0.029514797980397134,0.042382612496702166,0.0681249172100209,0.0015150763502020936,0.0033626280884675452,0.0026752404934171636,0.005358072311054229,0.004020452577087497,0.6045563735635022,0.9071030313172622
194400,0.05712605298694484,0.0014755145847047402,0.014746607738636897,0.05670467187310635,0.06513975668785577,0.0056391214903968034,0.01811266076029483,0.0035874410628906617,0.014533917725472634,0.011773066171471669,0.05383548141807637,0.5695212294074707,0.09362207346214291,0.00814501509955079,0.006436936620630718,0.0038351852620479576,0.0043617300013636395,0.003520162590071152,0.04621285877698256,0.04796036292454886,0.04511879665622587,0.057664605438020544,0.028753503002178604,0.07441372982692229,0.07267751401128208,0.0009042705468615964,0.0014434070402629118,0.00205833280579526,0.0037400047167182038,0.002898092539325603,0.5514729933327893,1.071654302351183
194700,0.02949409877235354,0.0012232721621288078,0.02113354967754333,0.045633071355347,0.06718781799309426,0.00011471391793094199,0.003456316944181026,0.006304889826701299,0.021520798867761926,0.010807099588248548,0.0459064581631381,0.8225368364793582,0.09427416247609699,0.004943190493953864,0.004615917035515338,0.004021510901985437,0.003956942693548626,0.0045185133436191904,0.06763270277522793,0.0654565178945603,0.04975354194754544,0.05686327734155583,0.038862668796717514,0.05785026426406148,0.08680463178731657,0.00201223902244152,0.00440174398666926,0.0036434240834850584,0.007046744721115772,0.005185209873857843,0.8283086286156194,1.2078908817812903
195000,0.012197163721864968,0.000721341164705791,0.025353678599039142,0.03549760256994006,0.060543904438198126,0.003922122698490682,0.006246093912025685,0.007189302268358233,0.023128257787789153,0.009451898533519909,0.041414882976674505,0.8410917043297417,0.08531437481573789,0.011228437106495903,0.005750192797016496,0.003372667727596479,0.0033462289131378498,0.005044960599882131,0.0786301868258974,0.07284040253637869,0.05281607731546245,0.050746304525915775,0.04387066006572127,0.03917973386928253,0.08817366887746658,0.0023714384453370485,0.005458601524445328,0.004016908258449803,0.00805955634300659,0.006021230469272609,0.8627662631605789,1.1463728467132814
195300,0.07779819025775936,0.0015637885871839785,0.01052548628427985,0.06197947636223944,0.05877029159359637,0.009989811351161393,0.0290907073659028,0.0017916371128876563,0.010029887078566446,0.012721714040871746,0.06324970586948098,0.3373844822295631,0.09229750352383803,0.018015584582762756,0.016601177857559435,0.00363653194845881,0.004706678778205742,0.003095549436039846,0.03360776208284477,0.029859249621608797,0.04707012556697521,0.05738474639965574,0.019804022976529723,0.09268284922845282,0.06095656472522393,0.00022587611574920174,0.0005409784277503604,0.0011578200853605836,0.0019136744438910114,0.0012846774553381124,0.3543655528002135,0.9910760749753486
195600,0.027856491339875333,0.0016531580610603669,0.05903840397775184,0.06145371546955403,0.14958623501133417,0.01734214563570191,0.03683920111082983,0.019611387540493297,0.05932966542795981,0.01689313147647198,0.06289264640451364,2.48111518792269,0.18314831629319883,0.04952011129798706,0.047318533154459885,0.008044611913874178,0.006072013145740129,0.010896094676041912,0.1848706460013929,0.19928438229619871,0.09926604567928621,0.1100328351116886,0.11166465977752438,0.03614590241739535,0.21441084944751054,0.006610131570958799,0.016264645959410018,0.010511879366653432,0.02154192519689957,0.01669853279276623,2.345499611454612,2.6030586178671253
195900,0.09000202438007676,0.002860940269634682,0.029994203342717185,0.10686738543013519,0.12433930500539958,0.009376215409808708,0.029759203289792424,0.007439466642907178,0.029521298981912025,0.02160162139167454,0.09163729706740753,1.20655606561251,0.17523604373744917,0.00789337471448448,0.006927074030720348,0.007449281707089028,0.008066796744209626,0.006571600332833327,0.0910938876863483,0.08743318676516765,0.0807785122735325,0.10732184147870782,0.05118605256222253,0.12897128327922758,0.14181503341876578,0.002076661258762158,0.0041990186600600055,0.004383294723240283,0.007485044369090588,0.006061349191647025,1.1690227143756988,2.091943409636012
196200,0.04509418921272612,0.00163317565449006,0.07816862540046543,0.06986272492110146,0.17946141042711616,0.0245636997399572,0.052970979688652164,0.02547179449916115,0.07692872134779805,0.020991630102678016,0.07950513911838186,3.08660438972608,0.22631174611581883,0.0660985359852333,0.056225443116176166,0.009655916603179548,0.00741554188563498,0.014565341697803547,0.24561195897329213,0.2522528647270974,0.13369696197128178,0.13416532851934448,0.14312428782783826,0.040504025037371605,0.2716467403970171,0.008721598113815787,0.02153245704893436,0.013831715434704961,0.028205772627330816,0.02165173587619762,2.971045691049567,3.269002417337868
196500,0.03255038250718911,0.0016214396753753135,0.059663607647479466,0.09925376102585659,0.1532927559183932,0.006928859803089438,0.00826310918885298,0.016583147234442208,0.05424588641658801,0.023601434478514705,0.11388144187699112,2.051806206582093,0.2104956597791201,0.026158629816499968,0.007829415230517611,0.007807750593514129,0.008312157987113267,0.012308097143552743,0.18534504711035993,0.18115338351366006,0.1358844308662981,0.12781792960946348,0.10295511275657532,0.09028470751666617,0.22133239748924893,0.005288231253821607,0.012640781032708048,0.008855799150381927,0.017594991642837954,0.0141232069649746,1.9378557251665587,2.698840297599883
196800,0.10564899629363822,0.0030931413053068013,0.044196678170735026,0.1278903018902966,0.14849575693280315,0.009643248540356808,0.031371312174712784,0.0095856238460712,0.03672302705900421,0.02656609448123959,0.11523751189753995,1.4316384714228434,0.21155234548603374,0.008189817025481716,0.01411340229490321,0.008600472768009126,0.009782463393612773,0.008841881696902476,0.12620619761508323,0.1071342096056398,0.10692125013411413,0.12989295809309453,0.06788748392816046,0.14988885583746026,0.1745346739332092,0.002696574366829907,0.005382493686092005,0.00554464929511056,0.009977035230392062,0.007787839577417799,1.5222422879733575,2.6558598829880316
197100,0.0012341595768035063,0.0014778900414071927,0.07391374628971192,0.08886406507424738,0.17174281124204782,0.01555043431736891,0.02945103109787084,0.022158211459434085,0.06897893730897664,0.02424593476845871,0.11529717422703101,2.6175659610675943,0.2314231020558779,0.046451820449249226,0.02821546626938698,0.008892522350855359,0.008451489211545038,0.014738969657400958,0.23130874427091186,0.2303203213355971,0.1543909470441136,0.1396230158761682,0.12918961836760445,0.07685381558311377,0.26153033542840376,0.007318489122440042,0.01758975416262132,0.011804346631684837,0.024480771415063884,0.018847435444108385,2.5279544631714357,3.1380802470094236
197400,0.17721377458985188,0.003342508381670939,0.04674315759945813,0.17385284830842096,0.16339368433669677,0.02163908125329783,0.06480173346415796,0.0074348812064002345,0.035087873701961314,0.03575649464272601,0.18082329564841615,1.1329028385944184,0.25873379432816535,0.03275421124560296,0.05334887784911757,0.009169788952760882,0.012925175522276788,0.011086786926334469,0.13551636921540222,0.1023357190785461,0.15643174987545194,0.15972136753456567,0.06397577515789266,0.22271761243022326,0.19691718299348793,0.0016075479174730845,0.0020969081738115847,0.00435552467308753,0.007106640682550847,0.005929673663111146,1.232671216689767,2.978991429811078
197700,0.04067049490800656,0.0024163691224785566,0.09908635245232489,0.10593079521866855,0.24528285015540519,0.02800934174025116,0.05859047077669288,0.03199003551278423,0.09709566962503402,0.028616557889449723,0.11541380197701301,3.999837851794016,0.30366919411930127,0.0793957846723643,0.06935968381048241,0.012765295019200096,0.010169574593064112,0.01852767957110757,0.3091871590353037,0.3324022922789851,0.174362564329698,0.1828334359604753,0.18510882202642165,0.060176122466835125,0.3572643646547249,0.010688526410433496,0.026362556662483883,0.016929676568047114,0.03482282072070575,0.027386073714396275,3.7302735473045843,4.218122337389869
198000,0.07513767636178414,0.002707950719646135,0.06717985562077189,0.1450575807745551,0.19587282129119643,4.466676939784975e-05,0.010655840520584547,0.017075357238120148,0.05853794825926428,0.031033220827268337,0.1472980571989595,2.3149603975367157,0.2658166137114577,0.016739116684121313,0.001717027546263239,0.009997825580668973,0.011127536132846672,0.013642316825340117,0.20117543336248644,0.19750292538054026,0.1567968175436505,0.16369885270358253,0.11241128005354284,0.13342819938734607,0.2596293171383124,0.005136233611679586,0.012076829274349166,0.008976215015067623,0.017327396051001642,0.014576502176531392,2.1529598488697057,3.295755752932036
198300,0.28651278121635926,0.0063374063148984305,0.01882999488803705,0.2187650155055536,0.18846595434258973,0.04278469448927069,0.11767957298047804,0.00011565576748751027,0.0167783128847816,0.04038163262066519,0.17797609364933464,0.7248120590688991,0.28468392713133994,0.07806196139812727,0.059163323050036354,0.012224684649090989,0.015405844042817307,0.005838940435637596,0.049166102093245456,0.03943820607387494,0.10371761969606297,0.17846840140608577,0.03357689181179069,0.3148007146691043,0.15298352983990782,0.001399657217994843,0.006923805285630635,0.0007871300663069292,0.0011139510760855842,0.0009807717096492752,0.8350810384652165,3.0126562069234284
198600,0.01675500865397339,0.0009096697062105363,0.06866297365588991,0.0789809954161953,0.14117190980395833,0.013582386947689429,0.026904191067032457,0.019286454531368236,0.060927759206137466,0.021290146410088084,0.10217470761890723,2.2649422455170196,0.19733461812955255,0.04601154208818059,0.017138908553675947,0.007208788091084273,0.007326694584200766,0.013485318067083085,0.21037456005839061,0.1885679818325272,0.1444474411871255,0.11806898694987211,0.10477984393153861,0.05757892168309553,0.23083015455681277,0.00653311039116744,0.016458790055793315,0.010448905527830732,0.020818816251455985,0.0164267388314272,2.2359270085953944,2.800115266536835
198900,0.11266196946294826,0.0036882134062494742,0.07595000115100703,0.1767016187693713,0.241476895915973,0.0008272177409622827,0.016806223183792213,0.02084158669987346,0.07198079132901114,0.03873010855235748,0.1817301922416945,2.7719636766752878,0.33226160232034374,0.013028506514920934,0.00015087154535109448,0.012902720558365388,0.013974325099738394,0.01643741720601355,0.23869069181438363,0.24182841634422658,0.18846461030857142,0.20328036780674097,0.14057258272836037,0.18817383503719043,0.31355550383214137,0.006285180441679472,0.014060997677638909,0.011297601975776672,0.021804345058662022,0.017591583866128246,2.574138077499431,4.005279356893152
199200,0.15454545406279863,0.004985728148930946,0.10160475221365317,0.22578676757709815,0.30781304032291246,0.003227946227049472,0.02659680246224383,0.027697932745709863,0.09621347362058685,0.05245243397769883,0.24602753007099665,3.573488272204578,0.4419490768296228,0.015095784602586093,0.0022426897713643257,0.01740009760051464,0.018913043852677447,0.022165972487165675,0.3195141618204502,0.3070074526879907,0.25849918880900447,0.268494900633911,0.17839078537473796,0.27326774919917796,0.4091369762978232,0.008517032361389454,0.01854815204625737,0.015456875665094572,0.03020892909979267,0.023020588209298865,3.539293851744218,5.510101011586905
199500,0.04088248544479711,0.0035527843262528336,0.08509521359579253,0.149191793368054,0.24811569617436646,0.011723265339092848,0.016008389204507978,0.026675911174756095,0.08723809754544476,0.03530632736259065,0.14795124444237473,3.474613390467617,0.3307454952474629,0.046121317140951135,0.03595534215302365,0.01382529298230395,0.012790745581838792,0.01754586954572801,0.2730349646771657,0.27923223041245393,0.1822567164614881,0.19883645175214326,0.1572701856008223,0.14407511419021546,0.3416509902658973,0.008756517232946237,0.02106558319204055,0.014811917949693054,0.02856731933141532,0.022516522917953807,3.2387028742771333,4.278462696665362
199800,0.1850573777029112,0.004423647361356586,0.05305303950098761,0.18847486490933818,0.19671751333305565,0.020893205892782873,0.06374758620010823,0.009962508436871076,0.04348988889844918,0.03903461779769657,0.17916282966255181,1.6101240275540327,0.2975976997094065,0.028718706421663853,0.03812444381023994,0.011558539316155247,0.014340574710580256,0.011679389352579506,0.15277658136032812,0.1341465273287099,0.15430369404140976,0.1813925871888813,0.08104390087438418,0.23796872451837459,0.22901166289101127,0.0024032148092913985,0.003896527960073115,0.0057884961903056364,0.009628140256857876,0.008133299282725659,1.6768082162197167,3.4867653389791675
200100,0.049047427153979584,0.0022524492556996734,0.13039588646132927,0.13134497798313305,0.2910251051618076,0.036124289866720005,0.07425603300428918,0.04130067121398895,0.12733766665185442,0.03866541371577625,0.16939232749179922,4.828361429986618,0.3890050466145567,0.09988599442226587,0.06801345322588759,0.015457863245678993,0.0134489584114732,0.025886427570149806,0.4163095504452059,0.4141896900232922,0.25737800334729855,0.23037693474997667,0.2308435599833487,0.10158345482984288,0.4599043214556815,0.014096471433276747,0.034693339463814254,0.022515029591083646,0.04568207695341897,0.035102373939700726,4.640537011929471,5.416182359336486
200400,0.16414742938918891,0.00428708044159265,0.05888970060555465,0.17055134798079763,0.19467350275630224,0.01492222886147232,0.048850750943969956,0.013775729451687369,0.05374626636260871,0.0389735006114762,0.17488858154770526,1.8443554168937801,0.3020804318565382,0.017347597083826827,0.025346042547290892,0.012328946717126144,0.014262366343778865,0.013324661949951633,0.18130096271595164,0.14215393971124257,0.16682310609298412,0.1826777259877872,0.091498829960031,0.2480612347333988,0.23984658399493242,0.004100605044804695,0.007508075813959181,0.008643265874461292,0.01578675332338264,0.01077107139893485,2.127391867121318,3.8237180094333976
200700,0.31164051233031387,0.005309665470228708,0.040739620033669155,0.2643883732339347,0.20832599927179274,0.046600843031257,0.13110375752896886,0.0024049070211589196,0.028457779928515947,0.050748467159472455,0.26496707197535585,0.7895078757667235,0.34339839741085854,0.07947832403978339,0.10216505251177921,0.012033134865120587,0.018552330629447056,0.011998194218875824,0.11710657371951072,0.07134499544451245,0.19908383860898482,0.21528767209245814,0.047247098390286624,0.3577275352490119,0.22163916363168568,0.0007179172694478098,0.004755359191030095,0.0019086851933849402,0.0007013772365596083,0.0013338189158602631,0.8868009605478379,3.6345238667503814
201000,0.06553694834795465,0.003139435038008287,0.1116374412219372,0.1679919130611296,0.2724498827314008,0.013508059613513979,0.017100306732302784,0.031796357530723185,0.10367236106391431,0.04442875714423167,0.21028353212011552,3.746947540447568,0.392649851996957,0.04710303803403093,0.017999822395651677,0.015046083388313036,0.015653147363089204,0.023338750210669446,0.35172972890427445,0.3301538650000282,0.2570673846334586,0.23514843902097482,0.19107669532271387,0.19276363812652164,0.40388548552434855,0.010380772994039944,0.023923936361839537,0.017597249253611835,0.035478123190976874,0.026651307265431967,3.7734675342545527,5.192416905836408
201300,0.08546643337147941,0.0028022627937644984,0.08225955307450761,0.13143150301840478,0.19417277231050178,0.002570816740821158,0.004429600724975558,0.02113793480666004,0.07031472214362822,0.03531761271616318,0.16611170493847993,2.4370772936405487,0.2937517937116638,0.018294867226728684,0.0006868741126453415,0.01145951932814171,0.012534360295020974,0.016657435515455177,0.2483362935089417,0.20731235265108694,0.19033022797503918,0.1766966785448716,0.1290238670123003,0.18007489014171085,0.27816242723511664,0.006787306285929162,0.014459902111248368,0.012021230268956629,0.024727312465174123,0.017290938759821017,2.7613517876157547,4.02744912118635
201600,0.3340076799769278,0.006629744878630106,0.05527448520098943,0.29490955789127327,0.29254221931968516,0.038963470699570735,0.1187960226554381,0.010382799890344074,0.051965661275524155,0.05796314643859546,0.2919273808304581,1.913383893954375,0.4338822064207335,0.07013393492952957,0.07193863416412682,0.0162887363441655,0.021301363501066817,0.015532366110612372,0.17700058028749055,0.18657969089347404,0.22399864949325377,0.27079767577378533,0.11361588737269557,0.3847314285644501,0.31266437883205356,0.0015961317179318257,2.156637781780546e-05,0.0057715616716649265,0.009256470889418722,0.008331166815651159,1.650205640405443,4.477043188006928
201900,0.03857640957520658,0.0030302734771865403,0.13435323733924065,0.1937286196906669,0.3178428791444077,0.019980414611765696,0.0315972858597533,0.037785567956078125,0.12194950332969512,0.04919872238475875,0.2360951593678493,4.553854691534198,0.44426628633116394,0.0691749027735753,0.024721378617833523,0.01650940229457376,0.017209694987421642,0.027349050850745016,0.4172831211355188,0.3947087076888991,0.29807229157912474,0.267117592236616,0.22491145702316118,0.17581943629775765,0.4804942892545512,0.012351272372995936,0.029860163471731482,0.020399768299910193,0.04061894393644394,0.03215119780860931,4.3856277268320705,5.876641173864695
202200,0.21034865213542275,0.005842623641200362,0.08619872502347903,0.25748994632942157,0.29253076757998997,0.021519369084401774,0.06893835044275676,0.01889290469966909,0.0735592786312722,0.053914535010399334,0.24986957204652072,2.849593334427528,0.4256356937713264,0.015683381629912674,0.033668905784494996,0.01670083315803339,0.019715680836625893,0.01833856434866732,0.2518847918556162,0.2222058880068687,0.23206545017976765,0.2619449063551258,0.1304143537691047,0.3032270294360444,0.35606827260649965,0.005232151245024852,0.010713475450721432,0.010666345889063678,0.019187910503319472,0.015525794624551281,2.882114796659682,5.220877067539997
202500,0.054379779569060815,0.002527129205958545,0.11806959705172915,0.1488858230874186,0.2754925746890322,0.022954252343197368,0.03688099486483054,0.036265115227699596,0.11564189187988205,0.04476513638993396,0.2195077538050043,3.9663921543921354,0.4057424883428169,0.05621899145452858,0.027783219069149823,0.015278411054183039,0.015534676082396004,0.025945598811873083,0.38969441172838515,0.38161541082777717,0.2809353796907388,0.2397925098154161,0.2206285567272559,0.19656982620797692,0.43034892737666297,0.012017713829521881,0.027177835354599722,0.020139198835813943,0.04163745323980805,0.030380384436611507,4.007977238864908,5.309368930454755
202800,0.056070211255423885,0.0016403642890310266,0.12443902843944699,0.11150647318002882,0.2412048703561851,0.030823161481215777,0.066612786560178,0.03554208578854201,0.10896127672424427,0.033586280492365006,0.14398367185709304,4.093255440882416,0.32783209448843564,0.0901617702897397,0.05029195946611509,0.012809499398720448,0.011592786592210302,0.022848982103539583,0.37446348765244153,0.3338824976973953,0.22776585779760694,0.19432493013637497,0.19289303153237114,0.07568815771259096,0.3917708350658913,0.012233167696557246,0.03030979752056595,0.019449690389983232,0.039596307425306065,0.030089861724121647,4.235741816641678,4.938035341678275
203100,0.11076884913606477,0.0038783141831117973,0.17795841327006912,0.15941295246085474,0.4163817100467213,0.056838187317630684,0.12308837630988023,0.058283680422889006,0.1756026483057056,0.04707977490746629,0.17464090690896938,7.177929055914195,0.51712841263992,0.154498672795512,0.13615756458541028,0.02218742671428231,0.01669156852945264,0.03273772825294685,0.5565729743457553,0.5897255251532272,0.29653762452004884,0.30675791078711256,0.3292789877507758,0.07827771826455887,0.6247755562629465,0.019852261863647414,0.04930933649685443,0.031285550701177556,0.06394776371426047,0.04979603787307241,6.820070066704614,7.434862419922743
203400,0.06043018986005677,0.003133325214051297,0.1485300149415565,0.15018374554210112,0.35314310202112864,0.04295222581090741,0.08894519363514775,0.04900460980810095,0.14947486608089378,0.04390011178641373,0.18821060818979873,5.868527413061301,0.45605375565438777,0.11921679911296224,0.09670006125148944,0.018836679857763272,0.015424248898419535,0.029271743338654233,0.4769425888301342,0.4956097810949771,0.2848272634108895,0.27248206974600464,0.27584061155521766,0.1119863159214276,0.538172800499197,0.016617516196156146,0.0406413144858675,0.02647123672866769,0.054410647061082784,0.041649273019665145,5.55103365550613,6.333140086103315
203700,0.09875319147629824,0.003560762377503579,0.10861312375806165,0.2060559031314142,0.28701063801021576,0.002113105532174586,0.009950152525242117,0.027743990078285208,0.09312594147157682,0.04717683835316677,0.23467057137602865,3.5628870051141917,0.400857815852909,0.0322673468101371,0.0025027139418938305,0.014795075199963037,0.016722074732520298,0.02218259648802956,0.32611212931600875,0.30210265468392095,0.25870391109290125,0.24696248999392623,0.17391545070370995,0.20119252801687537,0.39974673378030445,0.0085392796661381,0.01991027181838234,0.01467758380825046,0.029302527772486542,0.02350963759270286,3.454179372450516,5.156699225753308
204000,0.42331748111122636,0.007198809891129088,0.006515150131981784,0.27276741342773647,0.1906675999397507,0.06498422479052834,0.17962070921387863,0.007930367813891337,0.00012241017426362077,0.04936549999220574,0.2516436124606045,0.2146274538272941,0.31925037751705077,0.13430391671504793,0.11179008306589111,0.012496555855904035,0.01866940351069246,0.00506636599027388,0.006106435015723832,0.0010168802691552514,0.13142711283500574,0.2022371600086288,0.008975123686518316,0.43658495190994273,0.13094261716944544,0.004673394780347451,0.016735448401099973,0.0033020233140419464,0.00989600715726624,0.007848367414887036,0.2615789578803624,2.687780897374365
204300,0.23915920111269884,0.006181743838276077,0.06755039162131027,0.2411764468070956,0.2695192305305909,0.024628244795685816,0.07726175629925791,0.015112701127712569,0.06191424314731364,0.05072044628035144,0.22775056379641967,2.349314498114694,0.39624420278436645,0.033817549079280695,0.03391414038245699,0.016201630743985618,0.018751076354988072,0.015361792639886573,0.2042492737380286,0.18617716458859235,0.19663672987653769,0.2429845815316014,0.1161619997996226,0.31972723677638726,0.30544265074087207,0.003951367689502661,0.006507910052725663,0.009018835555188787,0.015990982860039082,0.012032964649421274,2.4579474952645897,4.72616265793535
204600,0.03823633124973469,0.0042314164293628664,0.1261210434448401,0.19324344716670083,0.3350208281552014,0.01887445298238788,0.031219313540965743,0.03688252524845126,0.11725608384569597,0.04628452066859978,0.20014024752131832,4.750661819975942,0.4358778898958704,0.06822712535189623,0.049499177815839346,0.017786863882257364,0.01660566184351353,0.024207257825054285,0.38481630047098747,0.3841807547743201,0.24947077140738116,0.26559653998764077,0.22244226461445038,0.16316180865596408,0.4618078604910849,0.011934314195279683,0.028564302285403187,0.01979839475011147,0.03980796377612705,0.0312450933090318,4.548628592500314,5.851883349393815
204900,0.054363080594114876,0.0058182580549868135,0.1461191021959536,0.22546488050297597,0.4154814936601525,0.024235209425157223,0.03940628214708397,0.04601295154995455,0.14612223937508162,0.05617391087147894,0.23447216554664152,5.95240734542913,0.5413781492167828,0.08242916250423349,0.07842116012239586,0.022956275623705835,0.020339353066148647,0.028885314214008417,0.46019378205620143,0.49129252104337695,0.29194197994788595,0.32720434819249533,0.27814160658336107,0.21610800688863918,0.5652592195433144,0.014923956247592685,0.03508470292433685,0.024875249290722934,0.05034157066359768,0.03892161940433425,5.649431730612465,7.164029999047465
205200,0.19709391088735373,0.00629072957413257,0.07704791845747394,0.217649749019742,0.29833152953111863,0.00870891710689392,0.04019034540282718,0.022925474177377225,0.081724269118709,0.04901853668527423,0.2061805142972304,3.136268981040942,0.41657762090562045,0.008454043511136433,0.007543135137737522,0.01806399349634802,0.01817278358029739,0.017370874965628502,0.25120636205820546,0.26222396274904014,0.19548438986026184,0.2530176599265843,0.16114018250863893,0.29870834592926343,0.34905168318427826,0.006843977884621211,0.013101529839751436,0.01341897646813095,0.025993784781299212,0.0185266520166536,3.1559659326404517,5.03964982693717
205500,0.24416717072401894,0.006202620265895575,0.0621450928931111,0.23829458247048763,0.2557573930309047,0.02674977362665487,0.08153212189927217,0.01269567282530204,0.055017946056103995,0.04911051202935823,0.2149297619670918,2.0912120153831673,0.3784313466495135,0.039912752380026006,0.03948125512489753,0.015563486567351958,0.018238081717420584,0.013883770439903742,0.18324693593300623,0.15959287414983692,0.17941423191170713,0.23138722844115733,0.1036757620396358,0.3145378550981448,0.28097095638911895,0.0031548472743807565,0.004674975499817435,0.007821618486090642,0.013017226401544235,0.010018027789371331,2.2246910204774655,4.47790642201798
205800,0.20486107487833038,0.004518678479612959,0.06819673220185507,0.20266880313430846,0.22887711117088116,0.015850388594849107,0.05698736053010833,0.017100748445209035,0.06671985879994935,0.047425341022567125,0.22901287690081062,2.0797306233775323,0.3663646892282344,0.02329437276567603,0.03834134275129486,0.014109716685055673,0.01712937868256148,0.017284401241404623,0.22570091986909802,0.1954568831717225,0.2208451426528626,0.22016382985206207,0.1176516393255227,0.30750624462454823,0.2986622948444335,0.005050568851970638,0.009123395314794891,0.010507665178053571,0.019602338817364284,0.013574383388821332,2.2753242512421785,4.34557076205848
206100,0.11473123070562252,0.004782599547560551,0.07278643846127153,0.16844376909157432,0.2345687782878514,0.0037829314121538005,0.021066130135984906,0.02013281360860475,0.07080091356175444,0.03854265520020306,0.15273585678425405,2.7768067863363335,0.3306512264196968,0.011350647310557349,0.011810329996194469,0.014410396797714498,0.014260918640815134,0.014721614745916156,0.22286318734767008,0.20836414241048118,0.16134860783145655,0.1986190540659294,0.12459416536300694,0.21017985156880314,0.29300691878595586,0.0063666394444794605,0.013857647992381317,0.0118454500027525,0.022216453537261316,0.01643556744888741,2.9109098213261757,4.336129940988552
206400,0.3246776250750685,0.007406569805908703,0.027024573609025992,0.25941958541446297,0.22839310390261147,0.04774622930175809,0.13168572016593316,0.0014800523849345382,0.024153489911512338,0.047688984765009934,0.20769400723831666,1.0081029110459347,0.3394050613880779,0.08520761143315525,0.06617582191157112,0.01468601132269498,0.018177229226580494,0.007592241853807025,0.07259565092408593,0.049811941665630854,0.12653328732669422,0.21325664371379816,0.04503156991742685,0.3652901907763706,0.1913034396451394,0.0009742798349918758,0.006307692842987933,0.0019839438039710444,0.0006449547248479348,0.00010265557733646347,1.174369733713857,3.695060830944011
206700,0.2922506289546689,0.004995256047166663,0.038347433166542544,0.2505395589825241,0.18613976068422744,0.04723354214389275,0.12912488516306553,0.00025727053556323654,0.020688512062861264,0.04691987754411997,0.242707297372867,0.5703758690986795,0.3080119518535085,0.07785926813738797,0.10323069321784573,0.010763172964253442,0.017196505765795678,0.010288844926343188,0.09761472342184163,0.03221003416531687,0.17808864758188037,0.1952163061384482,0.029899660934205485,0.3291974346633495,0.18860347791439125,0.0013287242472017624,0.005840857002162636,0.0007876140550635569,0.0016948249508885738,0.0005378271184142136,0.8017201334162305,3.413658707819709
